Rank,Name,Age,Team,MP,Tot_Stats,OR%,DR%,TR%,ST%,BLK%,AST%,USG%,TO%,TS%,gBPM,BPM,VORP,L of Im,Q of Im,WinC,Value,Pos
155,Alec Burks,28,GSW,1390,37.71099503,2.7,14.8,8.6,1.6,1,17.4,23.8,0.098,0.552,7,-2.2,-0.1,1.1,0.2,0.2,19,SG
156,Danny Green,32,LAL,1687,34.42632251,3.1,11.2,7,2.4,1.7,7.1,13.9,0.113,0.552,6.7,0.5,1.1,2.3,1.6,3.6,19,SG
157,Ben McLemore,26,HOU,1619,27.93383456,1.4,9,5.3,1.4,0.8,5.2,16,0.08,0.622,5.8,-0.1,0.8,4.3,2.3,10,19,SG
158,Kyle Anderson,26,MEM,1330,35.56694624,4.8,18.3,11.7,2,2.4,15.9,13.5,0.153,0.534,6.8,1.8,1.3,2,1,2.1,18.8,PF
159,Bruce Brown,23,DET,1634,38.21726274,3.8,14.4,8.8,1.7,1.6,20.4,16,0.167,0.518,5.6,-1.9,0,1.5,-0.4,-0.6,18.8,SG
160,Robert Covington,29,MIN,1411,37.37315498,2.6,19.3,10.6,2.5,2.8,5.9,17.8,0.12,0.572,7.5,-1.2,0.3,1.1,0.2,0.2,18.8,PF
161,Kevin Huerter,21,ATL,1760,38.70665513,2.2,12.1,7.2,1.5,1.5,17.5,17.1,0.12,0.536,6.8,1.6,1.6,1.3,-0.9,-1.1,18.8,SG
162,Andrew Wiggins,24,MIN,1455,39.43464312,3.3,12.8,7.8,0.9,2.2,18.1,28,0.108,0.535,6.1,-2.6,-0.2,1.1,-1.8,-2,18.7,SF
163,Marc Gasol,35,TOR,1161,30.63045781,2.9,22.1,12.7,1.4,2.7,17.3,13.2,0.164,0.551,7.4,-0.5,0.4,2.2,3,6.6,18.6,C
164,Lauri Markkanen,22,CHI,1492,36.68567092,4.4,19.9,11.9,1.4,1.3,7.6,21.1,0.11,0.56,5.8,-2.7,-0.3,1,0.4,0.5,18.6,PF
165,P.J. Washington,21,CHO,1759,39.44649948,3.5,17.1,9.9,1.4,2.3,11.3,18.6,0.125,0.547,6.5,-2.3,-0.1,2,-1.1,-2.2,18.6,PF
166,Draymond Green,29,GSW,1222,38.20080835,1.9,21.7,11.5,2.1,2.3,31.2,15.7,0.218,0.489,7.2,-2,0,0.9,-1.6,-1.5,18.4,PF
167,Michael Porter Jr.,21,DEN,903,28.11519475,8.3,24.4,16.4,1.5,2.6,7.9,22.3,0.106,0.617,6.5,1,0.7,2.1,3.8,8.1,18.1,PF
168,Taurean Prince,25,BRK,1857,39.00548432,3.2,18.6,11.3,1.7,1.2,9.2,20.4,0.14,0.497,4.4,0.1,1,2.5,-1.2,-3,18,SF
169,Eric Paschall,23,GSW,1654,36.56781693,5,12.7,8.7,0.9,0.7,12.7,21.4,0.114,0.571,5.1,-4.1,-0.9,1.3,-0.6,-0.8,17.9,PF
170,Terence Davis,22,TOR,1209,29.40113118,4.5,16.2,10.5,1.5,1,14.2,19,0.141,0.588,5.8,-2.1,0,2.3,2.6,6.1,17.8,SG
171,JaMychal Green,29,LAC,1307,28.71502058,6.2,24.2,15.3,1.1,1.6,5,13.7,0.126,0.576,4.7,0.3,0.8,2.2,3.2,6.9,17.8,PF
172,Kentavious Caldwell-Pope,26,LAL,1762,29.4726471,2.2,6.4,4.2,1.6,0.7,8.5,14.7,0.101,0.584,4.9,-1.3,0.3,2.4,2.5,5.9,17.7,SG
173,Jonathan Isaac,22,ORL,980,33.32983229,6.3,19,12.6,2.6,6.7,7.4,18.3,0.118,0.552,9.7,2.2,1,1.1,1.8,1.9,17.6,SF
174,Wendell Carter Jr.,20,CHI,1256,32.85046745,12.2,24.8,18.4,1.3,2.4,6,16.4,0.149,0.59,6.5,-2,0,0.9,2.5,2.2,17.5,C
175,Trey Lyles,24,SAS,1271,31.70557442,5.9,23.7,14.9,1,1.8,7.2,13.6,0.097,0.557,5.1,-1.8,0.1,2.4,1.3,3.2,17.5,PF
176,Patty Mills,31,SAS,1485,31.16126486,1.6,6,3.8,1.7,0.3,11.4,20.4,0.077,0.592,5.5,-1.4,0.2,2.8,1.4,3.8,17.5,PG
177,D.J. Augustin,32,ORL,1420,32.72919473,1.7,7.6,4.6,1.2,0.1,26.8,19.1,0.137,0.554,4.3,-3.2,-0.4,1.6,1.1,1.8,17.3,PG
178,Tony Bradley,22,UTA,663,21.79981189,18,24.5,21.3,1,4.3,5.4,15.8,0.125,0.681,7.3,0.2,0.4,1.9,6.8,12.9,17.3,C
179,Cedi Osman,24,CLE,1910,34.54149653,2.1,11.2,6.5,1.4,0.8,11.6,16.6,0.123,0.552,5.4,-1.6,0.2,0,-1.4,0,17.3,SF
180,Tyler Herro,20,MIA,1508,33.00900741,1.2,14.4,8.1,1.1,0.5,12.7,22.3,0.114,0.55,3.4,-2.6,-0.2,3.6,0.4,1.4,17.2,SG
181,Jeremy Lamb,27,IND,1291,31.06529389,2.2,15.1,8.8,2.1,1.4,10.5,19.6,0.087,0.547,5.8,0.2,0.7,2.6,1.3,3.4,17.2,SG
182,Cory Joseph,28,SAC,1759,33.91843541,2.7,9.1,5.9,1.4,1,19.1,12.9,0.153,0.517,4.3,-2.9,-0.4,1.6,0.2,0.3,17.1,PG
183,Bobby Portis,24,NYK,1393,34.95164034,5.7,19.6,12.5,1.1,1.1,11.1,21.4,0.104,0.53,4.7,-4.4,-0.8,1.5,-0.5,-0.7,17.1,C
184,Coby White,19,CHI,1674,36.48727084,1.9,14.1,7.8,1.5,0.3,16.5,24.4,0.114,0.506,4,-4.5,-1.1,1.2,-2.2,-2.6,16.9,SG
185,Carmelo Anthony,35,POR,1902,39.82888345,4.1,17.1,10.6,1.3,1.3,6.4,21.2,0.105,0.525,3.1,-2.3,-0.1,3.6,-1.7,-6.2,16.8,PF
186,De'Anthony Melton,21,MEM,1167,34.09522543,4.1,16.3,10.3,3.2,1.5,20.1,19.2,0.156,0.501,6.7,1.7,1.1,1.8,-0.3,-0.5,16.8,PG
187,Mo Bamba,21,ORL,878,30.9745371,12.2,24.8,18.4,1.3,8.2,7.2,17.1,0.121,0.542,8.6,1.1,0.7,1,2.6,2.5,16.7,C
188,Marcus Morris,30,NYK,1387,32.3659261,3.5,14.1,8.6,1.1,1,6.8,24.4,0.092,0.582,5.6,-3.5,-0.5,1.5,0.7,1.1,16.7,SF
189,Langston Galloway,28,DET,1702,30.67281464,2,7.5,4.6,1.2,0.6,8.8,15.9,0.065,0.584,5.5,-2,0,1.6,1.6,2.5,16.6,SG
190,Josh Richardson,26,PHI,1693,35.13349144,2.6,8.6,5.5,1.5,1.9,13.9,20.6,0.128,0.533,4.7,-2.4,-0.2,3.3,-0.6,-1.9,16.6,SG
191,Rui Hachimura,21,WAS,1444,32.29927333,5.6,16.5,10.9,1.2,0.5,8.8,19,0.08,0.535,4.2,-3,-0.4,3.2,0.2,0.8,16.5,PF
192,Aaron Holiday,23,IND,1617,34.26440367,1.6,9.2,5.5,1.7,0.8,19.1,18.7,0.128,0.521,4,-1.6,0.2,3.3,-0.4,-1.2,16.5,PG
193,Dillon Brooks,24,MEM,2112,39.48729036,3.6,8.9,6.3,1.5,1.1,10.5,25.2,0.097,0.51,3.3,-1.7,0.2,3.2,-2.1,-6.7,16.4,SG
194,Cameron Johnson,23,PHO,1255,26.8485,4.1,11.8,7.9,1.4,1.4,7.7,15.7,0.069,0.586,6.4,0.5,0.8,2.6,2.2,5.7,16.3,PF
195,Josh Okogie,21,MIN,1547,32.83094714,5.6,12.7,9,1.9,1.5,8.9,15.1,0.153,0.553,6,-2.7,-0.3,1.2,-0.2,-0.3,16.3,SG
196,D'Angelo Russell,23,GSW,1060,33.79503087,1.3,11.1,6.1,1.3,0.7,36,32.2,0.126,0.558,9.7,0.5,0.7,0.8,-1.5,-1.2,16.3,PG
197,Kris Dunn,25,CHI,1269,32.03566623,2,15.1,8.3,4,1.1,19.4,14.6,0.157,0.51,7.9,-0.6,0.4,0.9,0.3,0.3,16.2,PG
198,Furkan Korkmaz,22,PHI,1559,29.67037626,1.2,10.5,5.8,1.3,0.9,7.3,18.4,0.088,0.579,4.4,-2.7,-0.3,3.1,0.9,2.8,16.2,SG
199,Doug McDermott,28,IND,1372,26.32186516,2.2,12,7.2,0.4,0.3,8.4,19.6,0.068,0.62,4.4,-1.2,0.3,2.8,2.1,6,16.2,PF
200,Glenn Robinson III,26,GSW,1516,31.95072074,4.4,11.5,7.8,1.3,0.8,8.8,16.6,0.085,0.574,6.5,-2.7,-0.3,1.2,0,0,16,SF
201,Mike Conley,32,UTA,1363,31.31465436,2.6,9,5.9,1.3,0.3,23.1,23.1,0.128,0.537,4.3,-2.8,-0.3,3.9,0.1,0.5,15.9,PG
202,Damion Lee,27,GSW,1423,32.46830535,2.3,15.9,8.8,1.6,0.4,14.4,19,0.106,0.548,6.3,-2.9,-0.3,1.1,-0.6,-0.6,15.9,SG
203,Jae Crowder,29,MEM,1322,31.6217441,3.3,19.3,11.4,1.7,0.9,12.2,15.6,0.109,0.507,6.5,1.5,1.2,2,0,0,15.8,SF
204,Kyle Kuzma,24,LAL,1526,32.3169856,3.5,15.7,9.4,0.9,1.5,7.6,22.9,0.11,0.531,2.1,-4.1,-0.8,2.1,-0.4,-0.8,15.8,PF
205,Robin Lopez,31,MIL,958,18.57622785,6.2,10.2,8.3,0.5,4.1,6.3,16.6,0.164,0.554,2.8,-1.9,0,5.1,2.5,12.7,15.6,C
206,Gary Harris,25,DEN,1780,30.73095503,1.7,8.8,5.2,2.1,0.7,8.9,15.1,0.097,0.519,5.1,-0.4,0.7,4.2,0,0,15.4,SG
207,Willie Cauley-Stein,26,GSW,940,29.15712138,7.7,21.4,14.3,2.1,4.4,9.9,14.4,0.11,0.573,8.7,-0.5,0.4,0.7,1.8,1.3,15.2,C
208,Kyrie Irving,27,BRK,658,25.89576532,3.9,12.8,8.7,2.3,1.4,36.7,32.6,0.101,0.595,14.6,10.3,2,0.9,4.7,4.1,15,PG
209,Austin Rivers,27,HOU,1594,28.0207042,1.9,10,5.9,1.5,0.5,10,15.6,0.083,0.542,4.3,-1.6,0.2,4.2,0.4,1.5,14.8,SG
210,Darius Garland,20,CLE,1824,29.37459659,1.5,5.1,3.2,1.1,0.2,18.5,20.7,0.171,0.498,1.3,-5.7,-1.7,0,-5.1,0,14.7,PG
211,Meyers Leonard,27,MIA,1034,21.17259825,3.3,23.3,13.7,0.7,1.3,7.6,12.2,0.137,0.627,4.7,-1.3,0.2,2.5,3.2,7.8,14.5,C
212,Bismack Biyombo,27,CHO,1029,27.27212217,12.2,21.3,16.6,0.5,4.4,7.8,16.8,0.122,0.57,6.1,-2.7,-0.2,1.2,1.3,1.5,14.4,C
213,Gorgui Dieng,30,MIN,778,27.60432691,9.4,25.5,17.1,2.1,4.7,11.1,18.4,0.127,0.563,9,0.3,0.4,0.6,1.9,1.1,14.4,C
214,Gary Trent Jr.,21,POR,1332,24.4031684,2.1,6.2,4.1,1.8,1.1,6.3,15.3,0.044,0.587,5.9,0.5,0.8,2.5,1.8,4.4,14.4,SG
215,RJ Barrett,19,NYK,1704,36.1472921,2.9,14.2,8.4,1.5,0.8,12.8,24,0.129,0.479,2.9,-6.2,-1.8,1.9,-4,-7.6,14.3,SG
216,De'Andre Hunter,22,ATL,2018,32.70762592,2.4,13.2,7.8,1.1,0.9,8,17.5,0.121,0.521,3.9,-1.3,0.4,1.4,-3.1,-4.4,14.2,SF
217,Taj Gibson,34,NYK,1025,25.2640685,10.8,16.1,13.4,1.2,2.4,7.6,14.8,0.131,0.61,6.6,-2.5,-0.1,1.1,2.6,2.9,14.1,C
218,Jalen Brunson,23,DAL,1022,25.54819952,2.5,11.8,7.3,1.2,0.4,27,20.4,0.136,0.553,3.9,0.5,0.6,2.7,0.9,2.4,14,PG
219,Mike Scott,31,PHI,1207,22.59343977,5.7,16.6,11.1,0.9,0.4,6.4,14,0.066,0.557,4.5,-2.6,-0.2,2.4,2,4.8,13.7,PF
220,Tony Snell,28,DET,1641,24.65298081,0.6,6.9,3.6,0.9,0.8,10.9,11.4,0.073,0.598,5.3,-2.2,-0.1,1.5,1.8,2.7,13.7,SF
221,Matisse Thybulle,22,PHI,1287,25.68927586,3.6,5.4,4.5,3.6,3.3,8,11.2,0.153,0.539,8.1,1,1,2.5,0.7,1.8,13.7,SG
222,Isaac Bonga,20,WAS,1250,22.72105527,5.9,13.3,9.5,1.7,1.5,7.9,11,0.176,0.608,5.9,-1.3,0.2,2.7,1.6,4.5,13.6,SF
223,Alex Caruso,25,LAL,1175,25.19346203,1.5,9.8,5.5,2.9,1.3,13.6,13.8,0.138,0.525,5,-1.2,0.2,1.6,1.1,1.8,13.5,PG
224,Rajon Rondo,33,LAL,984,27.05614334,2.4,13.1,7.6,2,0.2,32.9,18.7,0.208,0.494,3.2,-3,-0.2,1.3,-0.4,-0.6,13.2,PG
225,Robert Williams,22,BOS,388,16.09462937,11.7,24.6,18.3,3.1,9.5,10.1,13.6,0.169,0.728,14.1,10.3,1.2,1.2,8.8,10.3,13.2,C
226,Jarrett Culver,20,MIN,1506,30.77921815,4.7,10.2,7.3,1.7,2.2,10.8,19.2,0.115,0.467,3.9,-4.8,-1.1,1.1,-4,-4.5,13.1,SG
227,Jeff Teague,31,MIN,945,25.78666006,1.6,8.4,4.9,1.2,1.2,32.5,20.2,0.164,0.578,4.8,-3.9,-0.5,0.7,0.7,0.5,13.1,PG
228,Torrey Craig,29,DEN,1072,19.53906923,6.7,13.4,10.1,1.1,3.1,5.9,12.6,0.081,0.553,6,0.5,0.7,2.5,2.4,6.1,12.8,SF
229,Maurice Harkless,26,LAC,1141,21.74305079,4.3,13.6,9,2.1,2.3,5.5,10.3,0.163,0.584,6.2,1.8,1.1,1.9,2.1,3.9,12.8,SF
230,Damian Jones,24,ATL,887,21.53994641,9.2,16.4,12.8,1.5,4.3,5.6,11.4,0.115,0.712,8.6,3.4,1.2,0.6,6.4,4,12.8,C
231,Aron Baynes,33,PHO,934,22.8928599,8,19.1,13.5,0.5,2.1,10.9,21.1,0.108,0.581,5.8,-0.1,0.4,1.9,1.4,2.6,12.7,C
232,Sterling Brown,24,MIL,767,17.49622222,4.3,18.5,11.8,1.8,0.8,8.6,17,0.133,0.486,2.5,-2.2,0,4.1,1.9,7.9,12.7,SF
233,Cam Reddish,20,ATL,1551,29.47921029,2.5,12.9,7.7,2.1,1.7,8,18.9,0.136,0.5,4,-1.2,0.3,1.1,-3.9,-4.3,12.6,SF
234,Michael Carter-Williams,28,ORL,833,23.46978396,5.9,13.1,9.5,2.8,2.2,19.1,18.3,0.147,0.535,7.8,0.3,0.5,0.9,1.1,1,12.2,SG
235,Ian Mahinmi,33,WAS,808,22.21133405,10,19.1,14.4,1.8,4.5,8.3,15.7,0.148,0.545,7,-0.2,0.4,1.8,1.1,1.9,12.1,C
236,Moritz Wagner,22,WAS,835,20.82767251,7,21.5,14,1.6,1.9,9.8,18.6,0.177,0.638,6.1,-1.1,0.2,1.8,1.8,3.3,12.1,C
237,Bryn Forbes,26,SAS,1579,25.79657235,0.8,7.5,4.2,1,0,9.5,18.5,0.084,0.57,3.8,-3.1,-0.4,3,-0.6,-1.7,12,SG
238,Shabazz Napier,28,MIN,856,24.10532886,2,11.8,6.7,2,0.7,31.3,19.1,0.191,0.539,5.5,-3.2,-0.3,0.7,-0.6,-0.4,11.9,PG
239,Jabari Parker,24,ATL,837,24.21852275,7.2,18.1,12.6,2.6,1.7,11.6,24,0.124,0.565,7.5,2.3,0.9,0.6,-0.6,-0.4,11.9,PF
240,Alex Len,26,ATL,745,22.8798187,10.3,23.9,17.1,1.4,4.2,8.7,18.6,0.117,0.59,7.5,2.3,0.8,0.5,1.6,0.8,11.8,C
241,Landry Shamet,22,LAC,1452,18.38627651,0.4,6.6,3.6,0.7,0.6,9.1,13.4,0.09,0.58,4.3,-0.1,0.7,2.4,2.2,5.3,11.8,SG
242,Jevon Carter,24,PHO,945,20.1273553,3.3,10,6.6,2.4,1.6,11.9,12.9,0.112,0.563,6.4,0.5,0.6,1.9,1.6,3.2,11.7,PG
243,Zion Williamson,19,NOP,668,22.46534769,10.5,13.7,12.1,1.2,1.2,13.3,30.5,0.119,0.616,6.4,1,0.5,1.2,0.9,1,11.7,PF
244,Jordan Clarkson,27,UTA,1039,23.64691094,3,8.9,6,1.3,0.7,10.8,26.7,0.092,0.569,3.6,-3.5,-0.4,3,-0.1,-0.4,11.6,SG
245,Jae Crowder,29,MIA,553,14.91561625,2.5,18,10.6,2.2,1.6,9.7,15.3,0.078,0.669,9.9,3.9,0.8,1.3,6.3,8.3,11.6,SF
246,Omari Spellman,22,GSW,886,23.65344032,8.8,17.5,13,1.6,2.3,8.1,18.8,0.139,0.551,5.7,-3.5,-0.3,0.7,-0.6,-0.4,11.6,PF
247,Nicolò Melli,29,NOP,1042,22.38717053,4,14.5,9.3,1.6,2,10.5,15.7,0.115,0.556,5.9,0.5,0.7,1.9,0.4,0.7,11.5,C
248,Kevin Porter Jr.,19,CLE,1162,23.0527549,1.9,13.4,7.4,1.9,1.1,13.9,20.5,0.167,0.535,3.7,-3.3,-0.4,0,-3.1,0,11.5,SF
249,Robert Covington,29,HOU,726,21.66223813,4.1,22,13.1,2.4,5.7,6.1,15.4,0.111,0.531,9,3.1,0.9,1.9,0.6,1.1,11.4,C
250,Darius Bazley,19,OKC,1130,24.74270199,3,21.2,12.2,1,3.5,5.1,15.1,0.116,0.497,2.6,-3.9,-0.5,2.2,-1.1,-2.4,11.2,PF
251,Sviatoslav Mykhailiuk,22,DET,1265,22.48945755,1.4,7.6,4.3,1.4,0.3,12.3,17.1,0.123,0.578,4.5,-3,-0.3,1.2,-0.6,-0.7,10.9,SF
252,Khem Birch,27,ORL,922,18.63556125,10.5,15.1,12.8,1.1,2.1,7.3,10.2,0.142,0.566,6.2,-1.3,0.2,1,2.8,2.9,10.8,C
253,Malik Monk,21,CHO,1169,25.21449624,2.4,13,7.4,1,1.3,16.6,22.9,0.126,0.53,4,-4.8,-0.8,1.3,-2.8,-3.7,10.8,SG
254,Semi Ojeleye,25,BOS,1011,13.64236101,2.9,12.8,8,1.1,0.5,4.7,9.7,0.083,0.562,3.6,-0.2,0.5,3,2.6,7.9,10.8,PF
255,Frank Ntilikina,21,NYK,1187,23.10901404,1.9,8.7,5.2,2.1,1.1,20.2,15.4,0.165,0.497,4.2,-4.9,-0.9,1.3,-1.7,-2.2,10.5,PG
256,Shake Milton,23,PHI,805,17.44563613,2,9.9,5.9,1.2,0.8,18.8,18.9,0.133,0.617,5.4,-1.7,0.1,1.6,2,3.2,10.3,SG
257,Frank Kaminsky,26,PHO,777,19.59289325,4.7,19.5,12,0.9,1.1,14.3,21,0.096,0.545,4.6,-1.3,0.1,1.6,0.5,0.8,10.2,C
258,Luke Kennard,23,DET,922,19.86341333,1,10.6,5.6,0.6,0.6,19.2,19.8,0.103,0.589,5.9,-1.6,0.1,0.8,0.7,0.6,10.2,SG
259,Boban Marjanović,31,DAL,422,16.45165232,17.9,33.4,25.9,1,2.3,8.3,26.9,0.113,0.612,4.3,0.9,0.3,1.1,3.2,3.5,10,C
260,Markieff Morris,30,DET,988,21.07163073,2.4,16.6,9.2,1.2,1,11,21.8,0.142,0.573,3.9,-3.6,-0.4,0.9,-1.4,-1.3,9.9,PF
261,Thon Maker,22,DET,776,18.93792212,7,16.1,11.3,1.4,4.5,8,16.1,0.157,0.582,5.7,-1.8,0,0.7,0.8,0.5,9.7,C
262,Harry Giles,21,SAC,667,18.23126739,7,24.3,15.5,1.6,2.3,14.2,20.6,0.139,0.58,5.2,-2,0,0.6,1.1,0.7,9.5,PF
263,Grant Williams,21,BOS,1043,16.80922747,6.4,12.4,9.5,1.6,3.6,8.5,11.6,0.176,0.505,5.5,1.7,1,3.1,0.7,2.1,9.5,PF
264,Solomon Hill,28,MEM,901,18.60481435,2.9,14.3,8.7,1.7,0.7,13.4,13.4,0.138,0.549,5.5,0.5,0.6,1.4,0,0,9.3,SF
265,Patrick Patterson,30,LAC,776,14.67713306,4.7,15.2,10,0.4,0.3,7.2,14.7,0.077,0.58,3.6,-0.8,0.2,1.3,3.1,4,9.3,PF
266,Jordan McLaughlin,23,MIN,590,17.30615454,1.2,7.7,4.3,2.5,0.6,31,15.8,0.137,0.587,5.5,-3.2,-0.2,0.4,2.1,1,9.2,PG
267,DeAndre' Bembry,25,ATL,915,20.25360116,4.1,14.2,9.2,3.2,2,12.3,14,0.194,0.5,6.3,1.1,0.7,0.7,-3,-2,9.1,SG
268,James Ennis,29,PHI,776,15.88501187,6.6,14.4,10.4,1.5,1.6,7.3,15.7,0.109,0.564,5.1,-2,0,1.5,1.5,2.3,9.1,SF
269,Georges Niang,26,UTA,923,16.53727977,1.7,12.6,7.3,0.9,0.5,7,17.2,0.083,0.589,3.2,-3.9,-0.4,2.6,0.6,1.7,9.1,PF
270,Trevor Ariza,34,POR,702,15.19955922,2,13.5,7.8,2.4,1,7.6,12.5,0.135,0.643,8,2.6,0.8,1.3,1.9,2.5,8.8,SF
271,Wesley Iwundu,25,ORL,953,16.73730934,2.7,12.1,7.4,1.3,1.1,8.8,13.7,0.086,0.544,4.3,-3.2,-0.3,1.1,0.8,0.9,8.8,SF
272,E'Twaun Moore,30,NOP,1020,20.83570578,3.3,10.4,6.9,1.6,1,11,19.9,0.081,0.51,3.1,-2.3,-0.1,1.8,-1.8,-3.2,8.8,SG
273,Jordan Clarkson,27,CLE,666,17.46758707,3.2,8,5.5,1.2,1.1,17,25.9,0.097,0.581,6.1,-0.9,0.2,0,0.2,0,8.7,SG
274,Marvin Williams,33,MIL,321,6.791280959,4.9,17.1,11.4,1.4,2.2,7.2,8.7,0.118,0.566,6.2,1.5,0.3,1.7,6.2,10.7,8.7,PF
275,Skal Labissière,23,POR,567,14.90203467,12.6,20.1,16.3,0.6,4.8,10.1,14.3,0.157,0.588,7.1,1.7,0.5,1.1,2.1,2.3,8.6,C
276,Cody Martin,24,CHO,903,18.97248896,4.4,15.5,9.7,2.1,0.9,15.7,13.6,0.157,0.505,5.6,-3.2,-0.3,1,-1.7,-1.7,8.6,SF
277,Daniel Gafford,21,CHI,609,15.58291272,9.4,10.4,9.9,1.1,7.9,5.2,13.3,0.153,0.686,8.9,0.4,0.4,0.4,3.6,1.5,8.5,C
278,Ky Bowman,22,GSW,1015,19.88816281,2.4,10.4,6.3,1.9,0.8,19.4,17.2,0.171,0.494,3.7,-5.5,-0.9,0.8,-3.9,-3,8.4,PG
279,Timothé Luwawu-Cabarrot,24,BRK,853,13.86238918,4,12,8.2,1.2,0.8,4.9,16.8,0.108,0.599,4.4,0.1,0.4,1.1,2.6,3,8.4,SG
280,Avery Bradley,29,LAL,1186,17.8728448,1.5,8.9,5.1,1.7,0.4,7.2,15.7,0.107,0.537,3.3,-2.9,-0.3,1.6,-0.8,-1.3,8.3,SG
281,Jordan McRae,28,WAS,654,17.77696492,2.7,14.7,8.5,1.4,1.9,19.1,24.9,0.097,0.523,5,-2.2,0,1.4,-0.8,-1.1,8.3,SG
282,Abdel Nader,26,OKC,867,15.55128065,1.8,11,6.5,1.3,2.2,6.4,17,0.128,0.591,3.6,-2.9,-0.2,1.7,0.6,1.1,8.3,SF
283,Marvin Williams,33,CHO,808,16.13139655,1.9,13.6,7.5,1.6,2.5,7.8,14,0.097,0.593,6.5,-2.3,-0.1,0.9,0.5,0.5,8.3,PF
284,Kevin Knox,20,NYK,1166,20.454588,2.4,14.1,8.1,0.9,2,7.4,17.8,0.092,0.47,2.3,-6.8,-1.4,1.3,-3.4,-4.3,8.1,SF
285,Emmanuel Mudiay,23,UTA,850,19.75212192,2.3,13.2,7.8,1.3,1,20.9,22.6,0.173,0.543,1.9,-5.2,-0.7,2.4,-1.5,-3.6,8.1,PG
286,Shaquille Harrison,26,CHI,484,15.13976471,5,15.5,10.1,3.5,3.4,15.3,18.1,0.092,0.559,9,0.5,0.3,0.3,2.6,0.9,8,SF
287,Jordan Poole,20,GSW,1274,21.51196739,0.7,9.3,4.9,1.2,0.7,15.8,21.1,0.118,0.454,1.5,-7.7,-1.8,1,-5.7,-5.6,8,SG
288,Cheick Diallo,23,PHO,479,12.91476552,6.6,22.7,14.5,1.1,2.2,6.9,17,0.167,0.688,3.8,-2.1,0,1,2.6,2.6,7.8,C
289,Trevor Ariza,34,SAC,791,15.57624966,2.9,17.6,10.2,2.1,0.8,8.3,11.2,0.137,0.543,6.3,-0.9,0.2,0.7,-0.1,-0.1,7.7,SF
290,Bruno Fernando,21,ATL,713,15.88631214,10.4,20.3,15.4,1.3,2.3,9.9,15.3,0.159,0.542,5.1,-0.1,0.3,0.5,-0.8,-0.4,7.7,C
291,Jeff Green,33,HOU,407,10.73649591,2.7,11.1,6.9,1.7,1.9,11.5,17.9,0.085,0.682,8.6,2.7,0.5,1.1,4.4,4.7,7.7,C
292,Elie Okobo,22,PHO,719,15.41950622,2.3,11.1,6.6,1.6,0.5,21.2,14.8,0.152,0.516,2.7,-3.2,-0.2,1.5,-0.1,-0.1,7.7,PG
293,Ryan Arcidiacono,25,CHI,930,15.07540723,2.4,11.3,6.7,1.4,0.3,14.3,12.5,0.135,0.551,4.4,-4.1,-0.5,0.6,0,0,7.5,PG
294,Justin Jackson,24,DAL,1045,17.33249587,3,13.1,8.2,0.8,0.9,6.8,15.4,0.037,0.496,2.1,-1.3,0.2,2.8,-0.9,-2.4,7.5,PF
295,Jahlil Okafor,24,NOP,467,13.83532798,11.3,17.9,14.7,0.7,4.3,12,19.9,0.167,0.642,6.9,1.5,0.4,0.8,1.4,1.2,7.5,C
296,Keita Bates-Diop,24,MIN,646,14.89092924,3.3,15,8.9,1.1,2.7,6.7,15.8,0.056,0.535,4.6,-4.1,-0.3,0.5,-0.1,-0.1,7.4,SF
297,Matthew Dellavedova,29,CLE,821,14.83572146,2.3,7.7,4.9,1.2,0.2,29,13,0.236,0.463,0.4,-6.6,-1,0,-2.9,0,7.4,PG
298,Mike Muscala,28,OKC,572,12.24553413,3.2,17.8,10.6,0.8,2,10.1,16.6,0.079,0.569,5.1,-1.4,0.1,1.1,2.2,2.5,7.4,C
299,Raul Neto,27,PHI,668,14.58048723,1.7,8.2,4.9,1.8,0.8,20.3,18.7,0.162,0.567,2.9,-4.2,-0.4,1.3,0.1,0.1,7.3,PG
300,Lonnie Walker,21,SAS,988,19.27658733,2.5,12.2,7.4,1.5,1.1,9.6,18.7,0.103,0.507,1.8,-5.1,-0.8,1.9,-2.4,-4.6,7.3,SG
301,Patrick McCaw,24,TOR,908,13.86960075,2.3,7.7,5.1,2,0.4,11.5,9.4,0.146,0.5,4.6,-3.3,-0.3,1.7,0.3,0.6,7.2,SF
302,Marco Belinelli,33,SAS,883,15.56877898,0.8,10.8,5.9,0.6,0.1,10.7,17.5,0.053,0.532,2.1,-4.8,-0.6,1.7,-0.8,-1.4,7.1,SG
303,Damyean Dotson,25,NYK,836,15.19543728,1.2,10.2,5.6,1.3,0.4,10,16.5,0.065,0.527,3.9,-5.2,-0.7,0.9,-1.1,-1,7.1,SG
304,Mario Hezonja,24,POR,871,16.64468405,3.8,19.3,11.6,2,0.9,7.5,13.9,0.147,0.525,3.5,-1.9,0,1.6,-1.5,-2.5,7.1,PF
305,Kyle O'Quinn,29,PHI,313,12.28633689,11.5,28.6,20,1.1,6.9,22.7,15.7,0.176,0.544,10.3,3.2,0.4,0.6,3,1.9,7.1,C
306,Naz Reid,20,MIN,495,14.20613938,6.9,19.7,13.1,1.7,3.9,11.2,24,0.076,0.505,5.9,-2.8,-0.1,0.4,-0.8,-0.3,7,C
